Rating,Date,Listeners,Playcount,NumSongs,Duration,Year,MonthP,album_count,all_albums,indie,electronic,hip hop,indie rock,folk,rock,ambient,experimental,post rock,rap,indie pop,noise,jazz,black metal,post punk,idm,alternative,shoegaze,pop,electronica,singer songwriter,punk,noise rock,psychedelic,soul,female vocalists,dubstep,instrumental,techno,alternative rock,trip hop,lo fi,americana,math rock,electro,dream pop,progressive rock,classic rock,blues,r&b,emo,hardcore,urban_cluster,classic_rock_cluster,traditional_cluster,electronic_cluster,alternative_cluster,pop_cluster,punk_cluster,indie_cluster,experimental_cluster,months_from_start,days_since_2016_06_22,days_divisor,playcount_per_day,log_playcount_per_day,days_since_2002_03_31,num_clusters
8,10/22/2007,142138,1113104,8,2370,2007,2007-10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,79,3166,3166,351.5805433,2.546024833,2396,2
6.2,10/22/2007,50228,619059,13,2966,2007,2007-10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,79,3166,3166,195.5334807,2.291221131,2396,3
5.5,10/19/2007,6237,37787,15,2785,2007,2007-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3169,3169,11.92395077,1.076420174,2393,0
9,10/23/2007,4235,34034,14,3401,2007,2007-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3165,3165,10.75323855,1.03153928,2397,0
6.2,10/22/2007,1322,12747,12,2702,2007,2007-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3166,3166,4.026216045,0.604897075,2396,0
6.5,10/24/2007,541,2468,29,3631,2007,2007-10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,3164,3164,0.780025284,-0.107891319,2398,1
4,10/24/2007,19944,373629,0,0,2007,2007-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3164,3164,118.0875474,2.072204103,2398,0
7.3,10/23/2007,4571,47466,0,0,2007,2007-10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3165,3165,14.9971564,1.176008921,2397,0
7,10/25/2007,2596,34507,12,3091,2007,2007-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,79,3163,3163,10.90957951,1.037808012,2399,1
7.5,10/25/2007,44401,875459,14,2814,2007,2007-10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3163,3163,276.7812204,2.44213662,2399,0
5.7,10/25/2007,158337,2056198,13,3896,2007,2007-10,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,79,3163,3163,650.0784066,2.81296574,2399,1
7.8,10/25/2007,377776,6450300,11,2848,2007,2007-10,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,3163,3163,2039.298135,3.309480722,2399,1
5.8,10/24/2007,218344,3017204,14,2874,2007,2007-10,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,79,3164,3164,953.6042984,2.9793682,2398,2
4.2,10/26/2007,272113,2379205,14,3281,2007,2007-10,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,3162,3162,752.4367489,2.876469998,2400,1
5,10/26/2007,67488,391381,18,4021,2007,2007-10,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,3162,3162,123.7764073,2.092637873,2400,1
6,10/26/2007,172326,1582798,10,3297,2007,2007-10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79,3162,3162,500.5686275,2.699463627,2400,1
7.8,10/26/2007,53188,349134,10,3065,2007,2007-10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,3162,3162,110.4155598,2.043030279,2400,1
5.8,10/29/2007,2861,24540,9,4140,2007,2007-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3159,3159,7.768281102,0.890324932,2403,0
5.6,10/26/2007,396,3603,9,2288,2007,2007-10,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79,3162,3162,1.139468691,0.056702397,2400,1
5.8,10/30/2007,106514,940841,13,3230,2007,2007-10,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,79,3158,3158,297.9230526,2.474104109,2404,2
6.8,10/30/2007,56882,272198,10,2269,2007,2007-10,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,79,3158,3158,86.19316023,1.935472804,2404,1
8.8,10/30/2007,11963,71148,29,10105,2007,2007-10,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,79,3158,3158,22.52944902,1.352750571,2404,2
7.7,10/31/2007,12989,159695,11,2408,2007,2007-10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,79,3157,3157,50.58441558,1.704016737,2405,2
3,10/31/2007,20114,394983,14,3145,2007,2007-10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79,3157,3157,125.1133988,2.097303822,2405,1
5.3,10/31/2007,33924,339571,13,1827,2007,2007-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,3157,3157,107.5612924,2.031656012,2405,0
6.2,10/30/2007,23119,440803,13,3028,2007,2007-10,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,3158,3158,139.5829639,2.144832416,2404,1
8,11/1/2007,69035,1002877,11,1503,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,3156,3156,317.7683777,2.502110677,2406,1
8.3,11/1/2007,17369,239626,11,2306,2007,2007-11,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,80,3156,3156,75.92712294,1.880396944,2406,4
7.3,11/2/2007,86772,1495556,12,2501,2007,2007-11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,3155,3155,474.0272583,2.675803316,2407,1
3.7,11/1/2007,429329,5668839,16,3727,2007,2007-11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,3156,3156,1796.210076,3.254357128,2406,1
7.8,11/5/2007,12274,160102,10,2503,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3152,3152,50.79378173,1.705810548,2410,0
7.9,11/5/2007,105267,1427037,11,1684,2007,2007-11,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,3152,3152,452.740165,2.655849025,2410,1
7.2,11/6/2007,160377,1071014,13,4004,2007,2007-11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,3151,3151,339.8965408,2.531346745,2411,1
7.5,11/6/2007,4686,43216,18,3575,2007,2007-11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,80,3151,3151,13.71501111,1.137196164,2411,2
7.8,11/6/2007,7608,65079,8,2545,2007,2007-11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3151,3151,20.65344335,1.314992468,2411,1
8.5,11/6/2007,28882,493424,0,0,2007,2007-11,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,80,3151,3151,156.5928277,2.194771866,2411,2
6.4,11/5/2007,56345,573010,12,3120,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3152,3152,181.7925127,2.259575992,2410,0
7.5,11/7/2007,8,20,31,7041,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3150,3150,0.006349206,-2.197280558,2412,0
8.3,11/7/2007,78346,776719,11,2638,2007,2007-11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,3150,3150,246.5774603,2.391953375,2412,1
7.1,11/6/2007,1188,11773,13,2515,2007,2007-11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3151,3151,3.736274199,0.572438741,2411,1
5,11/8/2007,88769,700613,12,2907,2007,2007-11,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3149,3149,222.4874563,2.347305531,2413,1
7.9,11/8/2007,7346,47951,10,2377,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,80,3149,3149,15.22737377,1.182625008,2413,2
8.6,11/8/2007,162629,2786306,20,4601,2007,2007-11,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,3149,3149,884.8224833,2.94685615,2413,1
7.4,11/7/2007,3113,19912,1,485,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3150,3150,6.321269841,0.80080433,2412,0
6.3,11/9/2007,37035,520762,16,3062,2007,2007-11,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,80,3148,3148,165.4263024,2.218604563,2414,2
7.3,11/9/2007,32909,860442,15,3564,2007,2007-11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,3148,3148,273.3297332,2.436686877,2414,1
7.5,11/12/2007,165517,3677689,14,3579,2007,2007-11,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,80,3145,3145,1169.376471,3.067954351,2417,1
8.2,11/12/2007,3182,50553,10,3958,2007,2007-11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,80,3145,3145,16.07408585,1.206126284,2417,1
7,11/12/2007,137355,4196503,24,8103,2007,2007-11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,80,3145,3145,1334.341176,3.125266888,2417,1
6.4,11/12/2007,132174,1025036,44,11271,2007,2007-11,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,3145,3145,325.9255962,2.513118469,2417,1
5.7,11/9/2007,20277,698115,15,2114,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,3148,3148,221.7646125,2.345892246,2414,1
8.4,11/13/2007,554557,16435002,13,2762,2007,2007-11,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,80,3144,3144,5227.417939,3.718287224,2418,2
5.7,11/12/2007,17470,80295,13,3000,2007,2007-11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,3145,3145,25.53100159,1.407067853,2417,1
7.9,11/14/2007,87650,1605445,9,2025,2007,2007-11,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,3143,3143,510.8001909,2.708251051,2419,1
4.9,11/14/2007,593417,12325405,18,3203,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,3143,3143,3921.541521,3.593456818,2419,1
8.1,11/14/2007,2450,22111,31,6525,2007,2007-11,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3143,3143,7.034998409,0.847264004,2419,1
9.2,11/15/2007,18275,96764,33,26818,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3142,3142,30.79694462,1.488507632,2420,0
6.2,11/16/2007,527905,8108522,14,2724,2007,2007-11,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,3141,3141,2581.50971,3.411873763,2421,1
5,11/15/2007,15465,183556,8,3021,2007,2007-11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3142,3142,58.42011458,1.766562404,2420,1
7.4,11/19/2007,1614,14146,12,2373,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3138,3138,4.507966858,0.653980714,2424,0
6,11/19/2007,339104,5138558,22,6956,2007,2007-11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,80,3138,3138,1637.52645,3.214188324,2424,1
5.2,11/19/2007,60907,502087,13,3531,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3138,3138,160.0022307,2.204126038,2424,0
7.4,11/20/2007,74099,1410883,11,2939,2007,2007-11,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80,3137,3137,449.7554989,2.652976482,2425,1
3.8,11/20/2007,58052,579245,15,3594,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3137,3137,184.6493465,2.266347775,2425,0
8.5,11/20/2007,524402,10955558,13,4989,2007,2007-11,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3137,3137,3492.367867,3.543119984,2425,0
2.8,11/19/2007,199382,1431432,14,3482,2007,2007-11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3138,3138,456.1606119,2.659117782,2424,1
7.4,11/21/2007,16353,172938,12,2395,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3136,3136,55.14604592,1.741514378,2426,1
7.5,11/21/2007,1345,38477,30,4452,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3136,3136,12.26945153,1.088825149,2426,0
4.9,11/21/2007,11509,216486,8,2603,2007,2007-11,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,80,3136,3136,69.03252551,1.839053762,2426,2
5.2,11/20/2007,37226,380805,11,2437,2007,2007-11,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3137,3137,121.3914568,2.084188123,2425,1
6.9,11/26/2007,77718,722356,11,2446,2007,2007-11,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,80,3131,3131,230.710955,2.363068217,2431,2
7.8,11/26/2007,22350,138964,7,2585,2007,2007-11,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3131,3131,44.38326413,1.647219239,2431,1
7.3,11/26/2007,26,182,14,3658,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3131,3131,0.058128393,-1.23561168,2431,0
6.4,11/21/2007,14244,215599,11,2903,2007,2007-11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,3136,3136,68.74968112,1.837270688,2426,1
6.9,11/27/2007,6212,91352,10,1850,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3130,3130,29.18594249,1.465173722,2432,0
5.5,11/27/2007,729784,16583376,17,4222,2007,2007-11,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,3130,3130,5298.203195,3.72412861,2432,1
6.7,11/26/2007,12091,168382,10,3360,2007,2007-11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,80,3131,3131,53.77898435,1.730612596,2431,3
7.7,11/28/2007,4534,54527,8,2809,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3129,3129,17.42633429,1.241206041,2433,0
8.8,11/28/2007,13940,179048,16,3347,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3129,3129,57.22211569,1.757563911,2433,0
5.4,11/27/2007,2214,43654,10,2322,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3130,3130,13.94696486,1.144479707,2432,0
7.6,11/29/2007,30450,444312,25,4246,2007,2007-11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,80,3128,3128,142.0434783,2.152421298,2434,2
8,11/29/2007,16322,80279,16,4115,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3128,3128,25.66464194,1.40933521,2434,0
8.4,11/29/2007,29423,221460,11,1970,2007,2007-11,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,80,3128,3128,70.79923274,1.850028551,2434,2
6.6,11/30/2007,460698,7518418,13,2695,2007,2007-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,3127,3127,2404.354973,3.380998586,2435,1
