Rating,Date,Listeners,Playcount,NumSongs,Duration,Year,MonthP,album_count,all_albums,indie,electronic,hip hop,indie rock,folk,rock,ambient,experimental,post rock,rap,indie pop,noise,jazz,black metal,post punk,idm,alternative,shoegaze,pop,electronica,singer songwriter,punk,noise rock,psychedelic,soul,female vocalists,dubstep,instrumental,techno,alternative rock,trip hop,lo fi,americana,math rock,electro,dream pop,progressive rock,classic rock,blues,r&b,emo,hardcore,urban_cluster,classic_rock_cluster,traditional_cluster,electronic_cluster,alternative_cluster,pop_cluster,punk_cluster,indie_cluster,experimental_cluster,months_from_start,days_since_2016_06_22,days_divisor,playcount_per_day,log_playcount_per_day,days_since_2002_03_31,num_clusters
7,5/6/2002,106,958,7,3201,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5161,5161,0.185622941,-0.73136835,401,0
6,5/5/2002,11034,158529,11,3394,2002,2002-05,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,5162,5162,30.71077102,1.48729072,400,2
8.2,5/7/2002,1405,20414,10,2872,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5160,5160,3.95620155,0.597278409,402,0
7.5,5/7/2002,959,4834,8,3429,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5160,5160,0.936821705,-0.028343056,402,0
8,5/7/2002,81,628,6,2163,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5160,5160,0.121705426,-0.914690058,402,0
7.9,5/6/2002,31120,183982,12,2112,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5161,5161,35.64851773,1.552041477,401,0
7.4,5/8/2002,3868,24866,11,2626,2002,2002-05,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5159,5159,4.819926342,0.683040401,403,0
3.6,5/8/2002,8079,39279,10,2922,2002,2002-05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,5159,5159,7.613684823,0.881594895,403,1
7.4,5/8/2002,224,2124,5,0,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5159,5159,0.411707695,-0.385411015,403,0
7.8,5/9/2002,47671,409592,16,2573,2002,2002-05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,5158,5158,79.40907328,1.899870128,404,2
8.6,5/9/2002,21845,295590,16,2660,2002,2002-05,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5158,5158,57.30709577,1.7582084,404,1
7.3,5/12/2002,107698,2349801,13,2872,2002,2002-05,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5155,5155,455.8294859,2.658802415,407,1
5.1,5/12/2002,63,566,0,0,2002,2002-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5155,5155,0.109796314,-0.959412238,407,1
8,5/14/2002,6676,133505,10,2707,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5153,5153,25.90820881,1.413437389,409,0
7.9,5/13/2002,821,13428,0,0,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5154,5154,2.605355064,0.415866918,408,0
7.4,5/13/2002,6594,38229,6,1182,2002,2002-05,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,5154,5154,7.417345751,0.870248524,408,1
6.5,5/15/2002,1021,8362,7,586,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,5152,5152,1.623059006,0.210334309,410,1
6.8,5/15/2002,26744,131502,7,2444,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5152,5152,25.52445652,1.406956504,410,0
5,5/16/2002,3540,41226,10,2087,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5151,5151,8.003494467,0.903279649,411,0
6.9,5/16/2002,10430,115166,23,3403,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5151,5151,22.35798874,1.349432733,411,1
6.5,5/16/2002,140259,1861018,23,2345,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5151,5151,361.2925646,2.557859024,411,1
8.1,5/16/2002,2962,19205,7,2453,2002,2002-05,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,14,5151,5151,3.728402252,0.571522762,411,2
5.5,5/20/2002,10033,93064,11,2216,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5147,5147,18.08121236,1.257227547,415,0
2.6,5/19/2002,751888,9885565,18,3332,2002,2002-05,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5148,5148,1920.272922,3.283362958,414,1
4.9,5/21/2002,225800,2217393,12,2419,2002,2002-05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,5146,5146,430.8964244,2.63437289,416,2
7.6,5/21/2002,15642,161824,13,3428,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5146,5146,31.44656044,1.49757315,416,0
6.2,5/20/2002,1107,12857,13,3431,2002,2002-05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,5147,5147,2.497959977,0.397585476,415,1
8,5/22/2002,2720,19146,5,1450,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5145,5145,3.721282799,0.570692675,417,0
7.4,5/22/2002,33808,295248,4,1107,2002,2002-05,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5145,5145,57.38542274,1.758801585,417,1
7.6,5/22/2002,450180,7995441,10,2750,2002,2002-05,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5145,5145,1554.021574,3.191457044,417,1
3.3,5/27/2002,14815,250092,10,1695,2002,2002-05,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,5140,5140,48.65603113,1.687136681,422,2
2.7,5/23/2002,52676,576259,13,3011,2002,2002-05,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,5144,5144,112.0254666,2.049316761,418,2
8.1,5/23/2002,330,5630,8,2575,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5144,5144,1.094479005,0.039207435,418,0
7.5,5/23/2002,7648,180489,10,2860,2002,2002-05,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,5144,5144,35.08728616,1.545149779,418,2
6.8,5/28/2002,113506,1010151,12,2553,2002,2002-05,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,5139,5139,196.5656743,2.29350768,423,2
5.8,5/27/2002,1423,21579,18,2547,2002,2002-05,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5140,5140,4.198249027,0.623068196,422,1
5.4,5/27/2002,402965,4832527,13,2025,2002,2002-05,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,5140,5140,940.1803502,2.97321117,422,1
7.3,5/27/2002,308070,2364704,19,4039,2002,2002-05,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,5140,5140,460.059144,2.662813667,422,2
5.4,5/29/2002,30398,222742,12,3478,2002,2002-05,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,14,5138,5138,43.35188789,1.637008015,424,3
9.3,5/29/2002,212210,2291199,17,4461,2002,2002-05,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,5138,5138,445.9320747,2.649268711,424,1
6,5/28/2002,164869,3160042,13,2475,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14,5139,5139,614.9137965,2.788814237,423,1
6.3,5/30/2002,63849,603844,27,5791,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5137,5137,117.5479852,2.07021519,425,0
4,5/30/2002,66320,389128,11,3128,2002,2002-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,5137,5137,75.75004867,1.879382916,425,1
7.4,5/30/2002,76574,750708,12,2273,2002,2002-05,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,5137,5137,146.1374343,2.164761478,425,1
4.7,6/2/2002,19701,233777,10,3149,2002,2002-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5134,5134,45.53506038,1.658345917,428,1
6.3,6/2/2002,58373,202469,12,3720,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5134,5134,39.43689131,1.595902674,428,1
8.8,6/2/2002,34994,447892,16,2719,2002,2002-06,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5134,5134,87.2403584,1.940717441,428,1
7.7,5/30/2002,14080,156593,12,1970,2002,2002-05,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,5137,5137,30.48335604,1.484062779,425,1
6,6/4/2002,1260,14423,11,2270,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5132,5132,2.8104053,0.448768956,430,0
6.8,6/3/2002,9484,141414,20,3305,2002,2002-06,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,15,5133,5133,27.54997078,1.440121143,429,3
9.1,6/3/2002,1084325,18920278,19,4364,2002,2002-06,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,5133,5133,3686.007793,3.566556249,429,1
6.3,6/3/2002,17894,135161,13,3034,2002,2002-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5133,5133,26.33177479,1.420480132,429,1
7,6/5/2002,343583,3962550,6,1391,2002,2002-06,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,15,5131,5131,772.2763594,2.887772741,431,3
5.9,6/5/2002,669,5371,0,0,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5131,5131,1.046774508,0.019853138,431,0
8.3,6/4/2002,79983,813539,11,2605,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5132,5132,158.5227981,2.20009173,430,0
5,6/6/2002,3789,38390,14,2904,2002,2002-06,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5130,5130,7.483430799,0.874100747,432,1
8,6/6/2002,358370,3301156,12,3235,2002,2002-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5130,5130,643.5001949,2.808548683,432,1
4.3,6/5/2002,15633,56202,7,2486,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5131,5131,10.95342039,1.039549756,431,0
7,6/9/2002,37223,148142,19,4904,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5127,5127,28.8944802,1.460814886,435,0
8.8,6/9/2002,70548,762079,14,2332,2002,2002-06,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5127,5127,148.6403355,2.172136677,435,1
7.3,6/6/2002,2518,39003,23,4452,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5130,5130,7.602923977,0.880980648,432,0
2.6,6/11/2002,2603,15542,6,1711,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5125,5125,3.032585366,0.481813035,437,0
5.6,6/10/2002,250742,4280914,12,2560,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,5126,5126,835.1373391,2.921757901,436,1
8.1,6/10/2002,1436,29937,10,2251,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,15,5126,5126,5.840226297,0.766429675,436,1
3.3,6/10/2002,144221,1604038,12,2593,2002,2002-06,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,15,5126,5126,312.9219664,2.495436051,436,2
7,6/12/2002,5553,29975,7,3719,2002,2002-06,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,5124,5124,5.849921936,0.767150071,438,2
7.3,6/12/2002,158589,1272872,13,2792,2002,2002-06,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,5124,5124,248.4137393,2.395175612,438,1
7.8,6/14/2002,10241,104357,8,3111,2002,2002-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5122,5122,20.37426786,1.309082012,440,1
7.9,6/13/2002,1903,53865,13,2428,2002,2002-06,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5123,5123,10.51434706,1.021782308,439,1
7,6/13/2002,143631,956846,13,3241,2002,2002-06,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,5123,5123,186.7745462,2.27131769,439,2
8,6/16/2002,10621,98061,7,1198,2002,2002-06,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,5120,5120,19.15253906,1.282226357,442,2
6.1,6/16/2002,14350,117508,12,3434,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5120,5120,22.95078125,1.360797474,442,0
7.8,6/16/2002,149475,2082837,17,4391,2002,2002-06,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,5120,5120,406.8041016,2.609385323,442,1
8.9,6/18/2002,79901,1124386,16,4203,2002,2002-06,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15,5118,5118,219.692458,2.341815148,444,1
7.6,6/18/2002,2090,18013,12,2925,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,5118,5118,3.519538882,0.546485767,444,1
7.8,6/17/2002,1037,13859,10,4500,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5119,5119,2.70736472,0.432546765,443,0
7.5,6/20/2002,456,5049,0,0,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5116,5116,0.986903831,-0.005725165,446,0
4.7,6/18/2002,22571,226530,14,2512,2002,2002-06,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,15,5118,5118,44.26143025,1.646025443,444,3
7.6,6/23/2002,23681,266200,21,2966,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,5113,5113,52.06336789,1.716532258,449,1
6.6,6/23/2002,19925,222054,11,2455,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5113,5113,43.42929787,1.637782808,449,1
7,6/24/2002,74749,381078,3,1165,2002,2002-06,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,5112,5112,74.54577465,1.872423032,450,2
7.7,6/24/2002,15682,121944,12,2122,2002,2002-06,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,5112,5112,23.85446009,1.377569591,450,1
9.5,6/24/2002,25054,188737,9,3308,2002,2002-06,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,15,5112,5112,36.92038341,1.567266202,450,2
7,6/23/2002,717,11918,14,2762,2002,2002-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,5113,5113,2.330921181,0.367527588,449,1
8.1,6/26/2002,17000,132398,14,2260,2002,2002-06,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5110,5110,25.90958904,1.413460525,452,1
